type,subtype,date,site,location,city,region,accident_type
Injury & Riddor,E - No Lost Time Personal Injury,15/05/2015 14:50,Stafford CC - Lichfield Depot,Outdoors (not highway or railway),Lichfield,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,B - RIDDOR Specified Injury,18/11/2013 14:30,Stafford CC - Lichfield Depot,On highway,Lichfield,West Midlands,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,04/04/2014 11:30,Stafford CC - Lichfield Depot,Outdoors (not highway or railway),Lichfield,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,29/04/2014 14:55,Stafford CC - Lichfield Depot,In depot / yard,Lichfield,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,07/03/2016 11:00,Stafford CC - Lichfield Depot,On highway,Lichfield,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,18/08/2015 15:49,Stafford CC - Lichfield Depot,In depot / yard,Lichfield,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - RIDDOR Over 7 Days,15/09/2015 00:00,Stafford CC - Lichfield Depot,On highway,Lichfield,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,02/09/2013 08:20,Stafford CC - Lichfield Depot,On highway,Lichfield,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,29/07/2015 14:30,Stafford CC - Lichfield Depot,On highway,Lichfield,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,14/05/2015 12:00,Stafford CC - Lichfield Depot,On highway,Lichfield,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,04/11/2013 11:00,Stafford CC - Lichfield Depot,General,Lichfield,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,25/07/2014 11:00,Stafford CC - Stafford Depot,Outdoors (not highway or railway),Stafford,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,25/07/2014 11:00,Stafford CC - Stafford Depot,Outdoors (not highway or railway),Stafford,West Midlands,H-Fall from a height
Injury & Riddor,D - Lost Time (3 days or less),07/05/2015 10:30,Stafford CC - Surfacing,On highway,Newcastle,Wales,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,D - Lost Time (3 days or less),07/05/2015 10:30,Stafford CC - Surfacing,On highway,Newcastle,Wales,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,25/01/2016 16:00,STW Developer Mains Requests,In depot / yard,Birmingham,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,C - Lost Time 4 to 7 Days,25/01/2016 16:00,STW Developer Mains Requests,In depot / yard,Birmingham,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,C - Lost Time 4 to 7 Days,25/01/2016 16:00,STW Developer Mains Requests,In depot / yard,Birmingham,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,C - Lost Time 4 to 7 Days,25/01/2016 16:00,STW Developer Mains Requests,In depot / yard,Birmingham,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,C - Lost Time 4 to 7 Days,25/01/2016 16:00,STW Developer Mains Requests,In depot / yard,Birmingham,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,R - Non Work Related Incident,25/02/2015 00:00,STW Developer Mains Requests,Outdoors (not highway or railway),Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - Lost Time 4 to 7 Days,06/08/2015 13:00,STW New Connections,General,Birmingham,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,29/11/2015 17:00,STW New Connections,On highway,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,21/09/2016 13:30,STW New Connections,General,Birmingham,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,02/04/2013 07:15,Sutton Courtenay,Outdoors (not highway or railway),City of London,London,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,06/02/2014 12:30,Telford & Wrekin Highways,On highway,Preston,North West,H-Fall from a height
Injury & Riddor,D - Lost Time (3 days or less),13/02/2013 16:40,TfL North,In office / building,City of London,London,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,19/06/2014 12:40,The Royal High School,In office / building,Edinburgh,Scotland,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,12/05/2014 14:30,Titus Salt School Phase 1,Outdoors (not highway or railway),Bradford,Yorkshire and the Humbler,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,D - Lost Time (3 days or less),25/02/2015 14:00,Titus Salt School Phase 1,In office / building,Bradford,Yorkshire and the Humbler,D-Struck against something fixed or stationary
Injury & Riddor,R - Non Work Related Incident,31/07/2015 10:30,Trafford - Street Scene,General,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,16/07/2015 14:50,Trafford - Waste,On highway,Manchester,North West,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,25/09/2015 10:10,Trafford - Waste,Member of public's property,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,29/06/2016 12:00,Trafford - Waste,On highway,Manchester,North West,C-Struck by a moving vehicle
Injury & Riddor,K - Road Traffic Accident With Injury,29/09/2016 14:40,Trafford - Waste,On highway,Manchester,North West,D-Struck against something fixed or stationary
Injury & Riddor,K - Road Traffic Accident With Injury,29/09/2016 14:40,Trafford - Waste,On highway,Manchester,North West,C-Struck by a moving vehicle
Injury & Riddor,R - Non Work Related Incident,11/09/2013 20:00,Tri-Borough,In office / building,City of London,London,
Injury & Riddor,E - No Lost Time Personal Injury,09/09/2013 08:30,Tri-Borough,General,City of London,London,
Injury & Riddor,C - RIDDOR Over 7 Days,17/06/2016 00:00,United Utilities - Capital Works,On highway,Manchester,North West,M-Contact with electricity or electrical discharge
Injury & Riddor,C - RIDDOR Over 7 Days,17/06/2016 00:00,United Utilities - Capital Works,On highway,Manchester,North West,M-Contact with electricity or electrical discharge
Injury & Riddor,C - RIDDOR Over 7 Days,17/06/2016 00:00,United Utilities - Capital Works,On highway,Manchester,North West,M-Contact with electricity or electrical discharge
Injury & Riddor,C - RIDDOR Over 7 Days,17/06/2016 00:00,United Utilities - Capital Works,On highway,Manchester,North West,M-Contact with electricity or electrical discharge
Injury & Riddor,C - RIDDOR Over 7 Days,17/06/2016 00:00,United Utilities - Capital Works,On highway,Manchester,North West,M-Contact with electricity or electrical discharge
Injury & Riddor,C - RIDDOR Over 7 Days,17/06/2016 00:00,United Utilities - Capital Works,On highway,Manchester,North West,M-Contact with electricity or electrical discharge
Injury & Riddor,C - RIDDOR Over 7 Days,17/06/2016 00:00,United Utilities - Capital Works,On highway,Manchester,North West,M-Contact with electricity or electrical discharge
Injury & Riddor,C - RIDDOR Over 7 Days,17/06/2016 00:00,United Utilities - Capital Works,On highway,Manchester,North West,M-Contact with electricity or electrical discharge
Injury & Riddor,C - RIDDOR Over 7 Days,17/06/2016 00:00,United Utilities - Capital Works,On highway,Manchester,North West,M-Contact with electricity or electrical discharge
Injury & Riddor,E - No Lost Time Personal Injury,10/09/2015 16:00,United Utilities - Clean Water,On highway,Preston,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,10/11/2015 08:00,United Utilities - Clean Water,General,Manchester,North West,I-Drowning or asphyxiation
Injury & Riddor,B - RIDDOR Specified Injury,10/11/2015 08:00,United Utilities - Clean Water,Outdoors (not highway or railway),Manchester,North West,I-Drowning or asphyxiation
Injury & Riddor,E - No Lost Time Personal Injury,27/05/2014 10:15,United Utilities - Clean Water,Member of public's property,Preston,North West,M-Contact with electricity or electrical discharge
Injury & Riddor,E - No Lost Time Personal Injury,27/05/2014 10:15,United Utilities - Clean Water,Member of public's property,Preston,North West,M-Contact with electricity or electrical discharge
Injury & Riddor,E - No Lost Time Personal Injury,17/12/2014 00:00,United Utilities - Clean Water,On highway,Lancaster,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,17/12/2014 00:00,United Utilities - Clean Water,On highway,Lancaster,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,17/12/2014 00:00,United Utilities - Clean Water,On highway,Lancaster,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,17/12/2014 00:00,United Utilities - Clean Water,On highway,Lancaster,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,01/05/2014 10:00,United Utilities - Clean Water,General,Preston,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,04/11/2014 13:00,United Utilities - Clean Water,Outdoors (not highway or railway),Lancaster,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,K - Road Traffic Accident With Injury,26/09/2014 14:15,United Utilities - Clean Water,Outdoors (not highway or railway),Liverpool,North West,C-Struck by a moving vehicle
Injury & Riddor,D - Lost Time (3 days or less),25/09/2013 10:00,United Utilities - Clean Water,On highway,Liverpool,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,D - Lost Time (3 days or less),25/09/2013 10:00,United Utilities - Clean Water,On highway,Liverpool,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,01/08/2016 00:00,United Utilities - Clean Water,Outdoors (not highway or railway),Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,R - Non Work Related Incident,24/09/2016 00:00,United Utilities - Clean Water,On highway,Liverpool,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,19/01/2015 10:40,United Utilities - Connections,On highway,Liverpool,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,19/01/2015 10:40,United Utilities - Connections,On highway,Liverpool,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,19/01/2015 10:40,United Utilities - Connections,On highway,Liverpool,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,18/06/2014 10:30,United Utilities - Connections,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,C - Lost Time 4 to 7 Days,18/06/2014 10:30,United Utilities - Connections,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,C - Lost Time 4 to 7 Days,18/06/2014 10:30,United Utilities - Connections,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,04/04/2014 10:55,United Utilities - Metering,Outdoors (not highway or railway),Liverpool,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,19/02/2015 00:00,United Utilities - Metering,Member of public's property,Liverpool,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,15/08/2014 10:10,United Utilities - Metering,In office / building,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,14/10/2016 12:35,United Utilities - Metering,General,Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,08/12/2016 07:20,United Utilities - Metering,General,Carlisle,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,D - Lost Time (3 days or less),21/05/2014 11:10,United Utilities - Metering,Outdoors (not highway or railway),Manchester,North West,T - Litter / waste picking incident
Injury & Riddor,C - RIDDOR Over 7 Days,01/04/2014 13:05,United Utilities - Metering,Member of public's property,Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - RIDDOR Over 7 Days,01/04/2014 13:05,United Utilities - Metering,Member of public's property,Manchester,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - Lost Time 4 to 7 Days,27/06/2014 11:00,United Utilities - Metering,Outdoors (not highway or railway),Liverpool,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,27/06/2014 11:00,United Utilities - Metering,Outdoors (not highway or railway),Liverpool,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,27/06/2014 11:00,United Utilities - Metering,Outdoors (not highway or railway),Liverpool,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,22/09/2016 00:00,United Utilities - Metering,Member of public's property,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,15/09/2015 15:00,United Utilities - Metering,On highway,Manchester,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,10/04/2015 15:50,United Utilities - Metering,Outdoors (not highway or railway),Preston,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,16/12/2014 00:00,United Utilities - Metering,General,Preston,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,K - Road Traffic Accident With Injury,26/01/2015 07:35,United Utilities - Metering,On highway,Liverpool,North West,C-Struck by a moving vehicle
Injury & Riddor,C - Lost Time 4 to 7 Days,30/09/2015 14:50,United Utilities - Waste Water,General,Preston,North West,K-Exposure to fire / heat
Injury & Riddor,E - No Lost Time Personal Injury,15/07/2014 09:00,United Utilities - Waste Water,Outdoors (not highway or railway),Manchester,North West,N-Injured by animal
Injury & Riddor,E - No Lost Time Personal Injury,21/04/2014 19:00,United Utilities - Waste Water,Outdoors (not highway or railway),Liverpool,North West,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,22/04/2014 16:00,United Utilities - Waste Water,Outdoors (not highway or railway),Liverpool,North West,J-Exposure or contact with a harmful substance
Injury & Riddor,E - No Lost Time Personal Injury,15/11/2014 10:00,United Utilities - Waste Water,Member of public's property,Preston,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,D - Lost Time (3 days or less),30/05/2014 12:05,United Utilities - Waste Water,Outdoors (not highway or railway),Manchester,North West,G-Trapped by something collapsing or overturning
Injury & Riddor,D - Lost Time (3 days or less),30/05/2014 12:05,United Utilities - Waste Water,Outdoors (not highway or railway),Manchester,North West,G-Trapped by something collapsing or overturning
Injury & Riddor,D - Lost Time (3 days or less),30/05/2014 12:05,United Utilities - Waste Water,Outdoors (not highway or railway),Manchester,North West,G-Trapped by something collapsing or overturning
Injury & Riddor,E - No Lost Time Personal Injury,21/08/2015 12:30,United Utilities - Waste Water,Outdoors (not highway or railway),Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,19/10/2016 13:00,United Utilities - Waste Water,Outdoors (not highway or railway),Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,D - Lost Time (3 days or less),04/08/2015 14:30,United Utilities - Waste Water,General,Liverpool,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,16/09/2013 14:45,United Utilities - Waste Water,Outdoors (not highway or railway),Chester,North West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,03/06/2015 14:30,United Utilities - Waste Water,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,D - Lost Time (3 days or less),26/09/2015 09:30,United Utilities - Waste Water,On highway,Manchester,North West,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,07/03/2016 13:00,United Utilities - Waste Water,In depot / yard,Liverpool,North West,"B-Struck by moving, flying or falling object"
Close Call or Near Miss,I - Close Call,10/12/2014 07:45,United Utilities - Waste Water,,Preston,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,11/12/2014 13:30,United Utilities - Waste Water,Outdoors (not highway or railway),Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,17/09/2015 09:00,United Utilities - Waste Water,General,Liverpool,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,D - Lost Time (3 days or less),29/06/2015 00:00,United Utilities - Waste Water,Outdoors (not highway or railway),Liverpool,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,09/12/2015 11:00,United Utilities - Waste Water,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,B - RIDDOR Specified Injury,09/12/2015 11:00,United Utilities - Waste Water,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,B - RIDDOR Specified Injury,09/12/2015 11:00,United Utilities - Waste Water,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,B - RIDDOR Specified Injury,09/12/2015 11:00,United Utilities - Waste Water,On highway,Manchester,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,17/11/2014 16:25,United Utilities - Waste Water,General,Salford,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,D - Lost Time (3 days or less),16/03/2015 21:10,United Utilities - Waste Water,Outdoors (not highway or railway),Carlisle,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,D - Lost Time (3 days or less),16/03/2015 21:10,United Utilities - Waste Water,Outdoors (not highway or railway),Carlisle,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,D - Lost Time (3 days or less),16/03/2015 21:10,United Utilities - Waste Water,Outdoors (not highway or railway),Carlisle,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,D - Lost Time (3 days or less),16/03/2015 21:10,United Utilities - Waste Water,Outdoors (not highway or railway),Carlisle,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,D - Lost Time (3 days or less),16/03/2015 21:10,United Utilities - Waste Water,Outdoors (not highway or railway),Carlisle,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,D - Lost Time (3 days or less),16/03/2015 21:10,United Utilities - Waste Water,Outdoors (not highway or railway),Carlisle,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,D - Lost Time (3 days or less),16/03/2015 21:10,United Utilities - Waste Water,Outdoors (not highway or railway),Carlisle,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,25/04/2016 00:00,United Utilities - Waste Water,On highway,Liverpool,North West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,05/05/2015 15:20,United Utilities - Waste Water,In depot / yard,Preston,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,03/11/2014 13:15,United Utilities - Waste Water,Outdoors (not highway or railway),Salford,North West,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,23/09/2014 00:30,United Utilities - Waste Water,Outdoors (not highway or railway),Manchester,North West,J-Exposure or contact with a harmful substance
Injury & Riddor,E - No Lost Time Personal Injury,07/07/2014 10:30,United Utilities - Waste Water,Outdoors (not highway or railway),Preston,North West,D-Struck against something fixed or stationary
Injury & Riddor,R - Non Work Related Incident,07/12/2015 15:00,United Utilities - Waste Water,In depot / yard,Liverpool,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,05/10/2014 02:30,Amey Colas,On railway,Woodwalton,East,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,28/09/2013 17:30,Amey Colas,On railway,Woodwalton,East,K-Exposure to fire / heat
Injury & Riddor,E - No Lost Time Personal Injury,17/11/2013 00:30,Amey Colas,On railway,Woodwalton,East,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - Lost Time 4 to 7 Days,15/07/2014 15:15,Utilita Dual Fuel,Member of public's property,Hull,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,D - Lost Time (3 days or less),29/08/2014 13:00,Utilita Dual Fuel,Member of public's property,York,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,07/06/2016 08:30,UUMO,General,Liverpool,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,15/07/2014 13:00,Wakefield Streetlighting,On highway,Wakefield,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,25/05/2016 14:40,Wakefield Streetlighting,In depot / yard,Wakefield,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,24/02/2014 10:00,Wakefield Streetlighting,General,Wakefield,Yorkshire and the Humbler,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,21/03/2016 12:45,Wakefield Streetlighting,On highway,Wakefield,Yorkshire and the Humbler,"E-Injured whilst handling, lifting or carrying"
Close Call or Near Miss,I - Close Call,07/08/2013 11:30,Wakefield Streetlighting,,Wakefield,Yorkshire and the Humbler,K-Exposure to fire / heat
Injury & Riddor,E - No Lost Time Personal Injury,28/06/2016 08:45,Wakefield Streetlighting,On highway,Wakefield,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,07/08/2014 15:10,Wakefield Streetlighting,In depot / yard,Wakefield,Yorkshire and the Humbler,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,20/09/2016 08:30,Wakefield Streetlighting,On highway,Wakefield,Yorkshire and the Humbler,N-Injured by animal
Injury & Riddor,D - Lost Time (3 days or less),09/12/2015 11:15,Water MP - Scottish Water,Outdoors (not highway or railway),Glasgow,Scotland,P-Other
Injury & Riddor,R - Non Work Related Incident,30/03/2015 09:30,Water MP - Yorkshire Water,In office / building,Leeds,Yorkshire and the Humbler,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,17/11/2013 02:30,Amey Colas,On railway,Woodwalton,East,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,B - RIDDOR Specified Injury,06/11/2014 14:30,Welsh Water - South,General,Swansea,Wales,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,B - RIDDOR Specified Injury,06/11/2014 14:30,Welsh Water - South,General,Swansea,Wales,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,23/02/2016 00:00,Welsh Water - South,Member of public's property,Newport,Wales,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,13/02/2016 14:00,Welsh Water - South,Member of public's property,Swansea,Wales,"E-Injured whilst handling, lifting or carrying"
Close Call or Near Miss,I - Close Call,16/04/2014 18:15,Welsh Water - South,,Cardiff,Wales,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,13/10/2015 21:00,Welsh Water - South,On highway,Cardiff,Wales,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,14/04/2015 08:00,Welsh Water - South,In depot / yard,Cardiff,Wales,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,04/12/2015 14:45,Welsh Water - South,Outdoors (not highway or railway),Swansea,Wales,D-Struck against something fixed or stationary
Injury & Riddor,R - Non Work Related Incident,14/10/2013 11:00,Welsh Water - South,General,Newport,Wales,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,24/07/2014 19:00,Welsh Water - South,On highway,Cardiff,Wales,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,22/01/2015 11:25,Welsh Water - South,Outdoors (not highway or railway),Cardiff,Wales,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,06/04/2014 14:30,Welsh Water - South,On highway,Cardiff,Wales,"E-Injured whilst handling, lifting or carrying"
Close Call or Near Miss,I - Close Call,08/05/2014 12:36,Welsh Water - South,,Swansea,Wales,P-Other
Close Call or Near Miss,I - Close Call,08/05/2014 12:36,Welsh Water - South,,Swansea,Wales,P-Other
Close Call or Near Miss,I - Close Call,08/05/2014 12:36,Welsh Water - South,,Swansea,Wales,P-Other
Injury & Riddor,B - RIDDOR Specified Injury,13/01/2014 15:45,Welsh Water - South,In depot / yard,Swansea,Wales,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,13/01/2014 15:45,Welsh Water - South,In depot / yard,Swansea,Wales,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,13/01/2014 15:45,Welsh Water - South,In depot / yard,Swansea,Wales,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,13/01/2014 15:45,Welsh Water - South,In depot / yard,Swansea,Wales,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,13/01/2014 15:45,Welsh Water - South,In depot / yard,Swansea,Wales,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,13/01/2014 15:45,Welsh Water - South,In depot / yard,Swansea,Wales,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,13/01/2014 15:45,Welsh Water - South,In depot / yard,Swansea,Wales,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,13/01/2014 15:45,Welsh Water - South,In depot / yard,Swansea,Wales,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,13/01/2014 15:45,Welsh Water - South,In depot / yard,Swansea,Wales,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,13/01/2014 15:45,Welsh Water - South,In depot / yard,Swansea,Wales,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,13/01/2014 15:45,Welsh Water - South,In depot / yard,Swansea,Wales,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,10/05/2016 14:00,Welsh Water - South,In office / building,Swansea,Wales,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,18/09/2014 14:00,Westminster City Council,In office / building,City of London,London,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,05/03/2015 08:30,Westminster City Council,In office / building,City of London,London,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,13/07/2015 08:15,Westminster City Council,General,City of London,London,"B-Struck by moving, flying or falling object"
Injury & Riddor,R - Non Work Related Incident,04/12/2013 14:20,Westminster City Council,In office / building,City of London,London,A-Contact with moving machinery
Injury & Riddor,E - No Lost Time Personal Injury,24/09/2014 07:45,Whitehill Secondary School,In office / building,Glasgow,Scotland,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,23/07/2013 10:20,Whitehill Secondary School,In office / building,Glasgow,Scotland,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,17/03/2015 07:00,Whitehill Secondary School,In office / building,Glasgow,Scotland,A-Contact with moving machinery
Injury & Riddor,E - No Lost Time Personal Injury,08/01/2013 10:00,Winchester House - BE personnel only,General,Winchester,South East,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,20/07/2015 00:00,Wolverhampton CC - Grounds Maintenance,General,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
